Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
47,Male,Doctor,7,Daily Life,Art,ChatGPT,Often,Intermediate,Laptop,Medium,High,Rural,,Arabic,Medium,Increased,Positive,No,6,No,2,38,70
62,Male,Engineer,12,Entertainment,Medicine,ChatGPT,Sometimes,Intermediate,Laptop,High,Low,Urban,Bachelor,French,Medium,Increased,Neutral,No,10,No,3,82,60
21,Male,Teacher,12,Shopping,Business,Copilot,Daily,Advanced,Laptop,Medium,Moderate,Suburban,Bachelor,Arabic,Fast,Increased,Positive,No,10,No,2,48,70
49,Male,Student,9,Health,Law,Midjourney,Rarely,Intermediate,Laptop,High,Moderate,Rural,,English,Fast,Same,Positive,Yes,9,No,2,41,70
40,Female,Unemployed,8,Work,Medicine,ChatGPT,Rarely,Advanced,Desktop,High,Low,Urban,PhD,Arabic,Slow,Increased,Neutral,No,10,No,2,28,85
52,Male,Designer,9,Entertainment,Business,Notion AI,Often,Intermediate,Laptop,Low,High,Urban,High School,Arabic,Slow,Decreased,Neutral,No,10,No,2,37,70
58,Male,Engineer,4,Study,Business,ChatGPT,Sometimes,Intermediate,Laptop,High,Low,Rural,High School,English,Slow,Increased,Negative,Yes,1,Yes,3,73,60
42,Female,Doctor,0,Work,Engineering,ChatGPT,Daily,Beginner,Mobile,High,Low,Suburban,Master,Spanish,Slow,Decreased,Negative,Yes,10,No,3,47,80
44,Male,Teacher,7,Work,Art,Copilot,Daily,Advanced,Laptop,High,Low,Urban,Master,English,Slow,Same,Positive,No,2,Yes,2,50,70
33,Male,Teacher,7,Daily Life,Art,Other,Often,Beginner,Laptop,Low,High,Urban,Bachelor,French,Medium,Increased,Positive,Yes,9,No,2,50,70
40,Female,Doctor,10,Study,Medicine,Other,Sometimes,Beginner,Desktop,High,High,Suburban,PhD,French,Medium,Increased,Negative,No,10,No,3,48,80
59,Female,Engineer,0,Work,Law,Bard,Rarely,Intermediate,Tablet,High,High,Rural,High School,Arabic,Medium,Same,Neutral,Yes,1,Yes,3,75,60
38,Female,Researcher,7,Entertainment,Education,Bard,Often,Intermediate,Mobile,Low,Moderate,Urban,Bachelor,English,Slow,Decreased,Neutral,No,8,No,2,31,70
25,Male,Teacher,0,Health,Education,Bard,Rarely,Intermediate,Tablet,High,High,Rural,High School,French,Fast,Decreased,Neutral,No,8,No,3,73,60
27,Male,Unemployed,4,Daily Life,Medicine,Midjourney,Daily,Intermediate,Tablet,Low,Low,Urban,PhD,French,Slow,Increased,Negative,Yes,1,Yes,1,10,85
42,Male,Researcher,4,Work,Art,Midjourney,Sometimes,Beginner,Mobile,High,Low,Urban,,Arabic,Fast,Same,Negative,No,4,Yes,2,34,70
23,Female,Designer,5,Daily Life,Engineering,Other,Rarely,Advanced,Laptop,Low,Moderate,Urban,Bachelor,English,Medium,Same,Neutral,Yes,4,Yes,2,40,70
50,Female,Doctor,12,Entertainment,Art,Notion AI,Daily,Intermediate,Desktop,Medium,Low,Urban,PhD,Arabic,Fast,Same,Negative,Yes,1,Yes,3,67,60
57,Female,Designer,5,Health,Medicine,ChatGPT,Daily,Intermediate,Tablet,Medium,Moderate,Rural,PhD,Arabic,Slow,Decreased,Positive,No,4,Yes,3,57,80
41,Male,Doctor,1,Work,Business,Copilot,Daily,Advanced,Laptop,High,Low,Suburban,High School,French,Medium,Increased,Negative,No,5,Yes,3,66,60
62,Male,Engineer,1,Daily Life,Engineering,Midjourney,Rarely,Beginner,Laptop,Medium,Low,Suburban,PhD,Spanish,Medium,Increased,Neutral,No,2,Yes,2,34,70
60,Female,Unemployed,0,Work,Business,ChatGPT,Sometimes,Intermediate,Laptop,Medium,Moderate,Urban,Bachelor,English,Fast,Decreased,Negative,No,1,Yes,2,34,70
62,Female,Freelancer,7,Work,Art,ChatGPT,Sometimes,Beginner,Tablet,Medium,High,Rural,High School,Spanish,Medium,Increased,Positive,Yes,7,No,2,25,85
23,Male,Student,0,Shopping,Law,Copilot,Daily,Beginner,Desktop,Medium,Low,Urban,Master,English,Fast,Same,Positive,Yes,10,No,2,26,85
30,Male,Doctor,6,Study,Education,Other,Often,Intermediate,Laptop,Low,Low,Urban,Bachelor,English,Fast,Decreased,Positive,No,10,No,3,74,60
24,Male,Doctor,10,Study,Medicine,Midjourney,Daily,Advanced,Mobile,Medium,Low,Rural,PhD,French,Slow,Same,Positive,Yes,8,No,3,55,80
61,Male,Doctor,9,Shopping,Business,Bard,Sometimes,Beginner,Desktop,Medium,Low,Suburban,Bachelor,French,Slow,Same,Neutral,Yes,7,No,3,88,60
36,Male,Designer,3,Health,Computer Science,ChatGPT,Rarely,Advanced,Tablet,Low,High,Suburban,Master,Spanish,Fast,Decreased,Neutral,No,5,Yes,3,84,60
42,Male,Freelancer,5,Shopping,Business,Bard,Rarely,Advanced,Mobile,Medium,High,Suburban,High School,English,Medium,Same,Negative,No,8,No,2,35,70
53,Female,Student,3,Health,Business,Midjourney,Daily,Advanced,Laptop,High,Low,Suburban,Bachelor,English,Slow,Increased,Negative,No,7,No,2,46,70
48,Female,Teacher,0,Work,Art,Copilot,Daily,Beginner,Desktop,Medium,Low,Rural,High School,Arabic,Slow,Same,Positive,Yes,1,Yes,2,32,70
25,Male,Freelancer,8,Daily Life,Medicine,Bard,Daily,Advanced,Tablet,High,Moderate,Urban,Bachelor,English,Slow,Decreased,Neutral,Yes,5,Yes,2,23,85
29,Male,Unemployed,2,Daily Life,Computer Science,Midjourney,Sometimes,Intermediate,Laptop,High,Low,Urban,High School,English,Slow,Decreased,Neutral,Yes,8,No,1,29,85
51,Male,Researcher,9,Daily Life,Education,Bard,Often,Advanced,Mobile,High,Low,Rural,PhD,French,Fast,Same,Positive,Yes,7,No,2,20,85
34,Male,Researcher,10,Work,Education,Midjourney,Often,Advanced,Mobile,High,High,Suburban,Master,French,Slow,Same,Neutral,No,10,No,2,27,85
57,Male,Designer,5,Study,Computer Science,Bard,Often,Beginner,Tablet,Low,Low,Rural,High School,Arabic,Medium,Same,Neutral,Yes,6,No,2,45,70
35,Male,Designer,4,Study,Medicine,Other,Daily,Intermediate,Laptop,Medium,Low,Suburban,PhD,Spanish,Medium,Increased,Negative,Yes,7,No,2,28,85
47,Male,Researcher,12,Study,Art,Midjourney,Rarely,Intermediate,Mobile,High,High,Suburban,Master,Spanish,Fast,Same,Positive,No,8,No,2,49,70
27,Male,Teacher,1,Health,Business,Copilot,Often,Advanced,Mobile,Medium,High,Suburban,Master,Spanish,Fast,Same,Negative,Yes,10,No,3,47,80
34,Male,Designer,2,Entertainment,Art,Midjourney,Rarely,Beginner,Tablet,High,High,Rural,High School,Arabic,Fast,Increased,Positive,No,8,No,2,22,85
24,Female,Designer,12,Health,Computer Science,Notion AI,Daily,Intermediate,Mobile,High,Moderate,Urban,Bachelor,French,Slow,Same,Positive,Yes,5,Yes,3,62,60
37,Female,Unemployed,9,Health,Art,Notion AI,Daily,Intermediate,Laptop,High,Moderate,Urban,Master,Arabic,Fast,Decreased,Positive,No,3,Yes,2,50,70
63,Female,Unemployed,1,Study,Business,Copilot,Daily,Advanced,Mobile,High,Low,Suburban,Master,Spanish,Fast,Decreased,Neutral,No,9,No,2,27,85
46,Female,Teacher,11,Study,Business,Midjourney,Often,Intermediate,Mobile,High,High,Urban,High School,Spanish,Medium,Increased,Neutral,No,10,No,2,44,70
59,Male,Doctor,9,Daily Life,Engineering,Midjourney,Daily,Advanced,Tablet,Low,Low,Urban,Master,French,Fast,Increased,Neutral,No,3,Yes,2,42,70
32,Female,Teacher,1,Daily Life,Law,Notion AI,Daily,Intermediate,Tablet,Medium,Low,Suburban,High School,French,Slow,Decreased,Negative,No,9,No,2,32,70
61,Female,Teacher,9,Shopping,Medicine,ChatGPT,Rarely,Beginner,Tablet,High,High,Rural,High School,Spanish,Fast,Same,Positive,No,6,No,2,44,70
56,Female,Researcher,3,Health,Computer Science,Midjourney,Rarely,Advanced,Tablet,High,Moderate,Suburban,Master,Spanish,Medium,Same,Neutral,Yes,10,No,3,48,80
40,Female,Doctor,6,Study,Medicine,Bard,Often,Beginner,Laptop,High,Low,Urban,Master,English,Medium,Same,Negative,No,4,Yes,3,59,80
27,Female,Engineer,4,Health,Business,Midjourney,Rarely,Advanced,Tablet,Low,Low,Rural,,English,Fast,Increased,Neutral,No,3,Yes,4,80,70
33,Female,Student,2,Entertainment,Medicine,Bard,Daily,Beginner,Laptop,Low,Low,Suburban,Bachelor,English,Fast,Decreased,Positive,Yes,7,No,2,34,70
57,Female,Designer,11,Health,Business,ChatGPT,Rarely,Advanced,Desktop,Low,Low,Rural,Master,Spanish,Medium,Increased,Neutral,No,5,Yes,3,78,60
19,Female,Designer,1,Shopping,Medicine,Midjourney,Often,Beginner,Mobile,Medium,Moderate,Urban,Bachelor,English,Medium,Same,Positive,Yes,5,Yes,2,35,70
39,Female,Teacher,4,Study,Art,Bard,Often,Advanced,Desktop,Low,Low,Urban,Bachelor,French,Medium,Increased,Positive,Yes,10,No,2,21,85
50,Male,Designer,0,Entertainment,Law,ChatGPT,Often,Beginner,Laptop,Medium,Moderate,Urban,PhD,Spanish,Medium,Same,Neutral,No,7,No,2,30,85
20,Male,Doctor,8,Health,Law,Midjourney,Daily,Intermediate,Laptop,Low,Moderate,Urban,Master,Spanish,Slow,Increased,Positive,Yes,7,No,4,117,50
33,Male,Researcher,10,Study,Business,ChatGPT,Daily,Intermediate,Laptop,Low,Moderate,Suburban,PhD,French,Medium,Same,Negative,Yes,8,No,2,48,70
20,Female,Doctor,12,Shopping,Art,Bard,Rarely,Advanced,Laptop,High,High,Urban,Master,Arabic,Slow,Decreased,Positive,No,9,No,3,69,60
104,Female,Engineer,7,Health,Computer Science,Bard,Sometimes,Intermediate,Desktop,Low,Low,Suburban,PhD,French,Fast,Decreased,Negative,Yes,10,No,4,79,70
64,Female,Unemployed,8,Daily Life,Medicine,Midjourney,Often,Advanced,Mobile,High,High,Suburban,PhD,Spanish,Medium,Decreased,Positive,Yes,9,No,1,24,85
27,Female,Freelancer,12,Entertainment,Engineering,Bard,Daily,Intermediate,Tablet,Low,Low,Suburban,High School,Spanish,Slow,Increased,Negative,Yes,5,Yes,2,23,85
22,Female,Doctor,2,Work,Engineering,Notion AI,Daily,Advanced,Laptop,High,Moderate,Suburban,PhD,Spanish,Slow,Same,Neutral,Yes,5,Yes,3,86,60
29,Female,Engineer,12,Work,Law,Notion AI,Often,Beginner,Laptop,Low,Low,Urban,PhD,English,Slow,Increased,Negative,Yes,3,Yes,3,54,80
45,Female,Designer,10,Work,Computer Science,Bard,Daily,Beginner,Mobile,High,High,Suburban,High School,French,Slow,Same,Positive,No,2,Yes,2,39,70
48,Female,Designer,2,Health,Business,Notion AI,Often,Intermediate,Laptop,High,Low,Urban,Master,Arabic,Slow,Same,Negative,No,4,Yes,3,40,80
60,Male,Student,0,Entertainment,Business,Other,Often,Beginner,Desktop,High,Low,Rural,High School,French,Slow,Same,Positive,Yes,5,Yes,2,50,70
49,Female,Designer,7,Health,Medicine,Notion AI,Sometimes,Intermediate,Desktop,Medium,Moderate,Suburban,Master,French,Fast,Decreased,Negative,Yes,7,No,3,42,80
29,Female,Engineer,4,Study,Art,Midjourney,Rarely,Intermediate,Desktop,High,Low,Suburban,PhD,French,Slow,Same,Neutral,Yes,4,Yes,3,82,60
24,Male,Engineer,5,Entertainment,Law,ChatGPT,Sometimes,Advanced,Laptop,High,Low,Urban,High School,French,Medium,Decreased,Negative,No,6,No,3,44,80
45,Male,Engineer,2,Entertainment,Business,Midjourney,Daily,Advanced,Laptop,High,Low,Urban,Bachelor,Arabic,Fast,Decreased,Neutral,No,3,Yes,3,49,80
47,Male,Designer,0,Study,Business,Notion AI,Sometimes,Beginner,Desktop,Low,Moderate,Rural,Bachelor,French,Slow,Increased,Positive,No,10,No,2,25,85
29,Male,Teacher,0,Entertainment,Computer Science,Notion AI,Daily,Beginner,Desktop,High,Low,Rural,High School,French,Medium,Increased,Positive,No,5,Yes,2,27,85
43,Male,Unemployed,0,Shopping,Business,Notion AI,Often,Intermediate,Mobile,High,Low,Suburban,High School,Arabic,Fast,Same,Negative,No,2,Yes,2,47,70
59,Male,Student,0,Shopping,Medicine,Copilot,Rarely,Beginner,Laptop,Medium,Moderate,Rural,Bachelor,French,Medium,Decreased,Positive,Yes,6,No,2,22,85
31,Female,Researcher,1,Shopping,Medicine,Midjourney,Often,Advanced,Desktop,High,High,Rural,High School,English,Medium,Same,Positive,Yes,8,No,2,32,70
57,Male,Freelancer,9,Work,Business,Other,Rarely,Advanced,Desktop,Low,Moderate,Urban,Bachelor,Arabic,Medium,Increased,Neutral,No,10,No,2,39,70
50,Male,Engineer,0,Entertainment,Medicine,Other,Daily,Beginner,Laptop,High,High,Urban,Bachelor,Spanish,Slow,Same,Positive,Yes,2,Yes,3,79,60
30,Male,Student,2,Health,Art,Midjourney,Often,Beginner,Tablet,High,High,Urban,High School,Arabic,Slow,Same,Neutral,Yes,4,Yes,2,36,70
64,Male,Student,3,Shopping,Engineering,Midjourney,Sometimes,Intermediate,Tablet,High,Low,Urban,High School,Spanish,Slow,Same,Positive,No,7,No,2,22,85
61,Male,Student,3,Work,Law,Bard,Rarely,Advanced,Laptop,Medium,Low,Suburban,PhD,Spanish,Medium,Increased,Negative,No,10,No,2,49,70
39,Female,Freelancer,11,Work,Business,ChatGPT,Sometimes,Advanced,Laptop,High,Low,Suburban,Master,French,Fast,Decreased,Positive,No,6,No,2,41,70
53,Male,Doctor,5,Shopping,Business,Bard,Often,Intermediate,Mobile,Medium,Low,Rural,Master,English,Medium,Same,Positive,Yes,6,No,3,75,60
32,Male,Researcher,12,Entertainment,Medicine,Bard,Rarely,Advanced,Laptop,Medium,Moderate,Suburban,Master,Spanish,Slow,Decreased,Positive,No,7,No,2,50,70
32,Male,Unemployed,8,Daily Life,Medicine,Notion AI,Daily,Beginner,Laptop,Medium,High,Rural,PhD,English,Slow,Same,Positive,Yes,10,No,1,11,85
22,Male,Doctor,9,Shopping,Engineering,Notion AI,Daily,Intermediate,Laptop,High,High,Rural,Master,Arabic,Slow,Same,Negative,No,3,Yes,3,79,60
35,Male,Freelancer,11,Study,Education,Bard,Rarely,Advanced,Laptop,Low,High,Suburban,High School,French,Medium,Same,Negative,Yes,3,Yes,2,29,85
40,Male,Unemployed,9,Health,Law,ChatGPT,Often,Intermediate,Desktop,High,High,Suburban,PhD,French,Slow,Same,Neutral,Yes,1,Yes,2,43,70
25,Male,Teacher,6,Study,Business,Other,Daily,Beginner,Mobile,Low,Low,Rural,High School,English,Slow,Increased,Neutral,Yes,10,No,2,42,70
62,Male,Freelancer,2,Study,Engineering,Notion AI,Daily,Intermediate,Tablet,Low,High,Urban,High School,French,Medium,Decreased,Neutral,Yes,6,No,2,28,85
32,Male,Freelancer,2,Entertainment,Engineering,Midjourney,Sometimes,Intermediate,Mobile,Low,Low,Suburban,PhD,Arabic,Slow,Increased,Neutral,No,9,No,2,42,70
21,Male,Designer,11,Entertainment,Engineering,Bard,Daily,Advanced,Tablet,Medium,Moderate,Rural,Master,English,Medium,Same,Neutral,No,5,Yes,2,22,85
55,Female,Teacher,8,Entertainment,Medicine,Other,Daily,Beginner,Laptop,Low,Low,Rural,PhD,Spanish,Fast,Same,Negative,No,6,No,2,22,85
37,Female,Student,1,Study,Art,Copilot,Daily,Beginner,Mobile,Medium,Moderate,Urban,PhD,English,Fast,Decreased,Neutral,No,2,Yes,2,30,85
62,Female,Engineer,0,Work,Art,Copilot,Daily,Beginner,Desktop,Low,High,Urban,PhD,Spanish,Fast,Decreased,Neutral,No,6,No,3,44,80
24,Female,Engineer,7,Daily Life,Business,Bard,Sometimes,Beginner,Desktop,Low,High,Rural,Bachelor,Spanish,Fast,Increased,Neutral,No,2,Yes,2,31,70
64,Male,Doctor,10,Study,Art,Other,Sometimes,Beginner,Laptop,Medium,Moderate,Rural,Bachelor,Arabic,Slow,Same,Neutral,Yes,3,Yes,3,73,60
63,Female,Designer,0,Work,Education,Midjourney,Daily,Intermediate,Mobile,Low,Moderate,Suburban,Master,Arabic,Slow,Decreased,Neutral,No,8,No,2,20,85
47,Female,Unemployed,4,Study,Business,Bard,Sometimes,Intermediate,Desktop,Low,Low,Suburban,Bachelor,English,Fast,Same,Neutral,Yes,8,No,2,50,70
34,Female,Designer,4,Work,Education,Notion AI,Daily,Advanced,Tablet,High,Low,Urban,Bachelor,Arabic,Slow,Decreased,Negative,No,2,Yes,2,31,70
21,Male,Student,6,Study,Engineering,Copilot,Often,Intermediate,Desktop,Low,Moderate,Rural,PhD,French,Medium,Decreased,Negative,Yes,7,No,2,49,70
62,Male,Freelancer,0,Health,Law,Other,Sometimes,Advanced,Laptop,Low,Moderate,Urban,,French,Fast,Decreased,Negative,No,5,Yes,3,50,80
23,Male,Unemployed,4,Work,Art,Bard,Rarely,Intermediate,Laptop,High,Low,Rural,PhD,Spanish,Slow,Decreased,Negative,Yes,3,Yes,2,48,70
62,Male,Researcher,3,Entertainment,Engineering,Midjourney,Rarely,Intermediate,Mobile,Low,Low,Rural,High School,French,Medium,Same,Positive,Yes,6,No,2,45,70
58,Female,Researcher,11,Entertainment,Medicine,Midjourney,Daily,Intermediate,Laptop,Low,High,Urban,Master,Arabic,Medium,Decreased,Negative,Yes,3,Yes,2,40,70
61,Male,Engineer,6,Entertainment,Engineering,Midjourney,Daily,Intermediate,Laptop,Medium,Moderate,Suburban,PhD,Arabic,Slow,Decreased,Negative,No,8,No,3,82,60
59,Male,Engineer,1,Health,Engineering,ChatGPT,Often,Intermediate,Mobile,Medium,High,Suburban,Bachelor,English,Fast,Increased,Neutral,Yes,9,No,4,104,50
34,Male,Researcher,1,Shopping,Art,Bard,Rarely,Beginner,Laptop,Medium,High,Suburban,PhD,Spanish,Fast,Same,Negative,Yes,1,Yes,2,28,85
37,Male,Student,3,Entertainment,Art,Bard,Rarely,Advanced,Tablet,High,Low,Urban,High School,Spanish,Fast,Increased,Neutral,No,9,No,2,26,85
51,Male,Unemployed,0,Shopping,Medicine,ChatGPT,Sometimes,Beginner,Laptop,Medium,Moderate,Suburban,Master,English,Fast,Decreased,Negative,Yes,6,No,2,42,70
42,Female,Engineer,12,Work,Art,Bard,Sometimes,Advanced,Tablet,Medium,Moderate,Rural,Master,French,Fast,Increased,Negative,No,4,Yes,3,74,60
62,Female,Freelancer,10,Health,Computer Science,Copilot,Sometimes,Beginner,Laptop,Medium,High,Urban,Bachelor,English,Slow,Increased,Neutral,No,8,No,3,51,80
40,Male,Researcher,6,Daily Life,Computer Science,Other,Sometimes,Intermediate,Laptop,Low,Low,Urban,Bachelor,French,Fast,Decreased,Positive,No,1,Yes,2,34,70
33,Male,Engineer,2,Daily Life,Education,Other,Rarely,Advanced,Mobile,Medium,Low,Urban,Bachelor,French,Medium,Decreased,Neutral,No,10,No,2,31,70
35,Female,Unemployed,0,Health,Engineering,Copilot,Daily,Beginner,Desktop,High,High,Suburban,PhD,Spanish,Slow,Increased,Negative,Yes,2,Yes,2,28,85
40,Male,Freelancer,4,Shopping,Law,Other,Rarely,Beginner,Laptop,Medium,Moderate,Suburban,Master,Spanish,Medium,Decreased,Neutral,No,3,Yes,2,28,85
39,Male,Student,5,Shopping,Business,Bard,Often,Intermediate,Desktop,Medium,Low,Urban,Master,Arabic,Slow,Same,Negative,No,8,No,2,22,85
57,Male,Researcher,0,Health,Engineering,Notion AI,Rarely,Intermediate,Laptop,Medium,High,Suburban,PhD,Spanish,Slow,Increased,Negative,No,6,No,3,40,80
45,Female,Doctor,5,Entertainment,Computer Science,Notion AI,Rarely,Advanced,Mobile,High,High,Urban,Master,French,Fast,Increased,Negative,Yes,5,Yes,3,82,60
36,Female,Researcher,9,Health,Medicine,ChatGPT,Sometimes,Advanced,Desktop,Low,Low,Suburban,High School,Spanish,Fast,Decreased,Neutral,Yes,10,No,3,59,80
52,Female,Student,12,Daily Life,Education,ChatGPT,Daily,Beginner,Mobile,Medium,Moderate,Urban,Bachelor,French,Slow,Decreased,Negative,No,1,Yes,1,21,85
46,Female,Designer,1,Entertainment,Law,Copilot,Daily,Advanced,Tablet,Low,Moderate,Rural,Bachelor,Arabic,Fast,Same,Negative,No,1,Yes,2,20,85
64,Female,Freelancer,11,Work,Medicine,Notion AI,Rarely,Intermediate,Desktop,Low,Low,Urban,Master,Spanish,Slow,Decreased,Neutral,Yes,9,No,2,40,70
26,Male,Freelancer,10,Study,Education,Bard,Sometimes,Intermediate,Tablet,High,Low,Rural,Bachelor,English,Slow,Decreased,Positive,Yes,3,Yes,2,31,70
19,Male,Researcher,10,Health,Business,Midjourney,Rarely,Intermediate,Laptop,High,Moderate,Suburban,PhD,Spanish,Medium,Increased,Negative,Yes,8,No,3,63,60
34,Male,Freelancer,7,Work,Medicine,Other,Rarely,Intermediate,Mobile,High,High,Rural,Master,Arabic,Slow,Same,Positive,Yes,8,No,2,20,85
49,Male,Engineer,2,Work,Medicine,Midjourney,Rarely,Beginner,Laptop,Low,Moderate,Rural,,Arabic,Fast,Same,Positive,No,6,No,3,87,60
61,Male,Teacher,0,Shopping,Education,Other,Rarely,Beginner,Mobile,Low,High,Rural,,French,Medium,Same,Negative,Yes,3,Yes,2,43,70
54,Male,Teacher,10,Study,Business,Midjourney,Often,Beginner,Tablet,Low,Low,Rural,High School,English,Slow,Decreased,Negative,Yes,2,Yes,2,22,85
23,Female,Researcher,3,Work,Education,Bard,Rarely,Beginner,Desktop,High,High,Rural,Master,Arabic,Slow,Same,Neutral,No,7,No,2,21,85
51,Female,Engineer,7,Work,Law,Copilot,Sometimes,Advanced,Tablet,Low,Moderate,Rural,High School,Arabic,Slow,Increased,Positive,No,10,No,3,46,80
30,Female,Designer,10,Shopping,Business,Bard,Often,Intermediate,Laptop,Low,High,Urban,Bachelor,Arabic,Medium,Increased,Positive,Yes,10,No,2,31,70
57,Male,Engineer,5,Daily Life,Medicine,Midjourney,Rarely,Intermediate,Tablet,High,High,Rural,Master,Arabic,Slow,Same,Positive,No,3,Yes,2,28,85
19,Male,Teacher,7,Work,Art,Notion AI,Sometimes,Advanced,Laptop,Medium,Low,Urban,High School,Spanish,Fast,Increased,Neutral,Yes,3,Yes,2,31,70
31,Female,Researcher,7,Study,Medicine,ChatGPT,Often,Beginner,Mobile,Medium,Moderate,Urban,High School,French,Medium,Decreased,Negative,Yes,2,Yes,2,37,70
20,Female,Student,12,Health,Business,Midjourney,Sometimes,Beginner,Laptop,High,Moderate,Rural,PhD,Arabic,Slow,Increased,Neutral,Yes,1,Yes,2,39,70
48,Female,Student,4,Daily Life,Law,Midjourney,Sometimes,Beginner,Mobile,High,Moderate,Suburban,Bachelor,English,Fast,Decreased,Positive,No,4,Yes,1,24,85
27,Female,Designer,0,Study,Engineering,Notion AI,Rarely,Advanced,Tablet,Medium,Low,Suburban,Bachelor,French,Medium,Decreased,Positive,No,2,Yes,2,36,70
21,Female,Designer,12,Entertainment,Education,Notion AI,Often,Intermediate,Desktop,Low,Moderate,Rural,Bachelor,Arabic,Fast,Increased,Negative,No,5,Yes,2,25,85
41,Female,Designer,11,Entertainment,Engineering,Bard,Daily,Intermediate,Mobile,Medium,Low,Rural,PhD,English,Slow,Same,Negative,No,9,No,2,22,85
23,Female,Student,3,Entertainment,Business,Other,Often,Advanced,Tablet,High,High,Rural,PhD,Spanish,Slow,Increased,Neutral,No,8,No,2,34,70
32,Female,Researcher,6,Study,Law,ChatGPT,Daily,Intermediate,Tablet,High,Moderate,Urban,Master,English,Slow,Increased,Neutral,No,1,Yes,2,25,85
33,Female,Freelancer,4,Daily Life,Medicine,ChatGPT,Sometimes,Intermediate,Desktop,Medium,Low,Urban,Bachelor,French,Fast,Increased,Positive,Yes,10,No,2,31,70
21,Female,Designer,11,Entertainment,Computer Science,Other,Often,Beginner,Mobile,Medium,High,Rural,Bachelor,Spanish,Medium,Increased,Neutral,Yes,7,No,2,48,70
42,Male,Researcher,11,Daily Life,Computer Science,Notion AI,Sometimes,Intermediate,Desktop,Low,High,Rural,Master,English,Medium,Same,Negative,No,1,Yes,2,41,70
54,Male,Unemployed,5,Health,Law,Other,Often,Intermediate,Tablet,Low,Moderate,Urban,,English,Medium,Same,Negative,No,4,Yes,2,21,85
54,Male,Freelancer,10,Health,Computer Science,Midjourney,Daily,Beginner,Mobile,High,Moderate,Urban,PhD,Spanish,Slow,Decreased,Positive,Yes,10,No,3,82,60
28,Female,Student,4,Work,Art,Midjourney,Often,Intermediate,Desktop,Low,Moderate,Suburban,Master,Spanish,Medium,Decreased,Negative,No,1,Yes,2,36,70
29,Female,Doctor,10,Shopping,Art,ChatGPT,Rarely,Advanced,Laptop,Low,Low,Rural,Master,Arabic,Medium,Decreased,Positive,No,7,No,3,54,80
38,Male,Student,11,Daily Life,Medicine,Other,Sometimes,Advanced,Mobile,Low,Low,Suburban,Bachelor,French,Slow,Same,Negative,Yes,2,Yes,1,22,85
64,Male,Freelancer,12,Shopping,Art,ChatGPT,Sometimes,Beginner,Mobile,High,Low,Rural,Bachelor,French,Slow,Increased,Positive,Yes,5,Yes,2,22,85
18,Female,Engineer,6,Health,Medicine,ChatGPT,Sometimes,Advanced,Desktop,High,Low,Suburban,PhD,French,Fast,Same,Neutral,Yes,10,No,4,117,50
